interval_width,changepoint_prior_scale,seasonality_prior_scale,mae_watts,rmse_watts,mape_percent,smape_percent,interval_coverage,average_interval_width_watts,median_interval_width_watts,prophet_rmse,prophet_mae,prophet_mape,cross_validation_rows,coverage_percent,selection_score
0.95,0.05,10.0,0.8558795668310621,1.1801324963825681,10.623541337321704,10.100033896586595,0.9647390691114246,5.134587606210231,5.096914322146453,1.1801324963825681,0.8558795668310629,0.10623541337321712,1418,96.47390691114246,0.6541593053058694
0.99,0.05,10.0,0.8558795668310621,1.1801324963825681,10.623541337321704,10.100033896586595,0.9908321579689704,6.695691695642689,6.672234222969667,1.1801324963825681,0.8558795668310629,0.10623541337321712,1418,99.08321579689704,0.6932989385921882
0.99,0.1,10.0,1.08531715986632,1.4887072110926503,13.255562048159746,12.129951980800264,0.9407616361071932,6.557725314594976,6.536784127529362,1.4887072110926511,1.0853171598663203,0.13255562048159744,1418,94.07616361071932,0.8125759812232207
0.95,0.1,10.0,1.08531715986632,1.4887072110926503,13.255562048159746,12.129951980800264,0.8871650211565585,5.001863046698133,4.992031911708998,1.4887072110926511,1.0853171598663203,0.13255562048159744,1418,88.71650211565584,0.8929709036491728
